sigma_less,sigma_more,mean_RE_P0,mean_RE_P025,difference
0.3111111111111111,0.21515151515151515,0.9918387406729314,0.9894456157938218,0.002393124879109587
0.3111111111111111,0.23434343434343433,0.9902613547215798,0.9882660023074515,0.001995352414128293
0.3111111111111111,0.2535353535353535,0.9885265529963327,0.9869676524901164,0.0015589005062163208
0.3111111111111111,0.2727272727272727,0.9866269634270266,0.9855447400962472,0.0010822233307794527
0.3111111111111111,0.2919191919191919,0.9845533767125854,0.9839899705555164,0.0005634061570689575
0.3303030303030303,0.1,0.9982768407391782,0.9936232840830511,0.0046535566561271
0.3303030303030303,0.1191919191919192,0.9975457324951281,0.9930789746609873,0.004466757834140855
0.3303030303030303,0.1383838383838384,0.9966817396941926,0.9924354868471884,0.004246252847004195
0.3303030303030303,0.1575757575757576,0.9956823563109712,0.9916908312536085,0.003991525057362777
0.3303030303030303,0.17676767676767677,0.9945445693566011,0.9908426178928937,0.0037019514637073314
0.3303030303030303,0.19595959595959594,0.9932647867485371,0.9898880000489882,0.0033767866995488838
0.3303030303030303,0.21515151515151515,0.9918387406729314,0.9888235990848656,0.0030151415880658172
0.3303030303030303,0.23434343434343433,0.9902613547215798,0.9876454008992156,0.0026159538223642365
0.3303030303030303,0.2535353535353535,0.9885265529963327,0.9863486063166498,0.0021779466796829627
0.3303030303030303,0.2727272727272727,0.9866269634270266,0.9849273950186507,0.0016995684083759288
0.3303030303030303,0.2919191919191919,0.9845533767125854,0.983374478860857,0.001178897851728311
0.3303030303030303,0.3111111111111111,0.9822932798221816,0.9816797951945304,0.0006134846276512063
0.3494949494949495,0.1,0.9982768407391782,0.9929362248036158,0.005340615935562454
0.3494949494949495,0.1191919191919192,0.9975457324951281,0.9923926336243527,0.005153098870775419
0.3494949494949495,0.1383838383838384,0.9966817396941926,0.9917499941430681,0.004931745551124522
0.3494949494949495,0.1575757575757576,0.9956823563109712,0.9910063193154881,0.004676036995483135
0.3494949494949495,0.17676767676767677,0.9945445693566011,0.9901592219660793,0.0043853473905217655
0.3494949494949495,0.19595959595959594,0.9932647867485371,0.9892058587227531,0.004058928025784003
0.3494949494949495,0.21515151515151515,0.9918387406729314,0.9881428549078454,0.00369588576508606
0.3494949494949495,0.23434343434343433,0.9902613547215798,0.9869662011027224,0.0032951536188574604
0.3494949494949495,0.2535353535353535,0.9885265529963327,0.9856711036652216,0.0028554493311111484
0.3494949494949495,0.2727272727272727,0.9866269634270266,0.9842517487611507,0.002375214665875869
0.3494949494949495,0.2919191919191919,0.9845533767125854,0.9827008553274879,0.0018525213850975053
0.3494949494949495,0.3111111111111111,0.9822932798221816,0.9810083626644102,0.001284917157771459
0.3494949494949495,0.3303030303030303,0.979816105328511,0.979146757021902,0.00066934830660903
0.3686868686868686,0.1,0.9982768407391782,0.9921791654079294,0.006097675331248831
0.3686868686868686,0.1191919191919192,0.9975457324951281,0.9916363600832683,0.005909372411859848
0.3686868686868686,0.1383838383838384,0.9966817396941926,0.9909946491836165,0.005687090510576143
0.3686868686868686,0.1575757575757576,0.9956823563109712,0.990252048232924,0.00543030807804723
0.3686868686868686,0.17676767676767677,0.9945445693566011,0.9894061731364836,0.005138396220117469
0.3686868686868686,0.19595959595959594,0.9932647867485371,0.9884541841857232,0.004810602562813959
0.3686868686868686,0.21515151515151515,0.9918387406729314,0.9873927110417091,0.004446029631222315
0.3686868686868686,0.23434343434343433,0.9902613547215798,0.9862177494172076,0.0040436053043722
0.3686868686868686,0.2535353535353535,0.9885265529963327,0.9849245117375709,0.0036020412587618456
0.3686868686868686,0.2727272727272727,0.9866269634270266,0.9835071912887646,0.003119772138261978
0.3686868686868686,0.2919191919191919,0.9845533767125854,0.9819585148363762,0.0025948618762091646
0.3686868686868686,0.3111111111111111,0.9822932798221816,0.9802684242555432,0.0020248555666384505
0.3686868686868686,0.3303030303030303,0.979816105328511,0.9784091110646211,0.0014069942638899047
0.3686868686868686,0.3494949494949495,0.9771533597907824,0.9764190373270385,0.0007343224637439416
0.3878787878787878,0.1,0.9982768407391782,0.9913140826159003,0.006962758123277957
0.3878787878787878,0.1191919191919192,0.9975457324951281,0.9907721756379043,0.006773556857223806
0.3878787878787878,0.1383838383838384,0.9966817396941926,0.9901315225246355,0.00655021716955706
0.3878787878787878,0.1575757575757576,0.9956823563109712,0.9893901416191404,0.006292214691830833
0.3878787878787878,0.17676767676767677,0.9945445693566011,0.98854565220808,0.005998917148521077
0.3878787878787878,0.19595959595959594,0.9932647867485371,0.9875952186042759,0.005669568144261228
0.3878787878787878,0.21515151515151515,0.9918387406729314,0.9865354752301644,0.005303265442767047
0.3878787878787878,0.23434343434343433,0.9902613547215798,0.9853624234287541,0.004898931292825703
0.3878787878787878,0.2535353535353535,0.9885265529963327,0.9840712822818243,0.004455270714508464
0.3878787878787878,0.2727272727272727,0.9866269634270266,0.9826562528924655,0.003970710534561106
0.3878787878787878,0.2919191919191919,0.9845533767125854,0.9811100706615907,0.0034433060509946323
0.3878787878787878,0.3111111111111111,0.9822932798221816,0.9794226806839964,0.0028705991381852147
0.3878787878787878,0.3303030303030303,0.979816105328511,0.9775659566219073,0.002250148706603783
0.3878787878787878,0.3494949494949495,0.9771533597907824,0.9755795825894442,0.0015737772013382223
0.3878787878787878,0.3686868686868686,0.9742140715510909,0.9733781837380336,0.0008358878130572123
0.407070707070707,0.1,0.9982768407391782,0.990245517489863,0.008031323249315214
0.407070707070707,0.1191919191919192,0.9975457324951281,0.9897096893879404,0.007836043107187773
0.407070707070707,0.1383838383838384,0.9966817396941926,0.9890610608140651,0.007620678880127518
0.407070707070707,0.1575757575757576,0.9956823563109712,0.9883214802543066,0.007360876056664689
0.407070707070707,0.17676767676767677,0.9945445693566011,0.9874784876714306,0.007066081685170422
0.407070707070707,0.19595959595959594,0.9932647867485371,0.9865291866879732,0.006735600060563951
0.407070707070707,0.21515151515151515,0.9918387406729314,0.9854802933562449,0.006358447316686555
0.407070707070707,0.23434343434343433,0.9902613547215798,0.9843005315496784,0.005960823171901386
0.407070707070707,0.2535353535353535,0.9885265529963327,0.983013895053253,0.005512657943079757
0.407070707070707,0.2727272727272727,0.9866269634270266,0.9816040052787004,0.0050229581483262065
0.407070707070707,0.2919191919191919,0.9845533767125854,0.9800601963827279,0.00449318032985746
0.407070707070707,0.3111111111111111,0.9822932798221816,0.978372138009076,0.003921141813105655
0.407070707070707,0.3303030303030303,0.979816105328511,0.9764741482957047,0.0033419570328063752
0.407070707070707,0.3494949494949495,0.9771533597907824,0.9745347956863767,0.0026185641044057517
0.407070707070707,0.3686868686868686,0.9742140715510909,0.9723408317211429,0.0018732398299479147
0.407070707070707,0.3878787878787878,0.9708973281080296,0.9698641951677519,0.0010331329402777367
0.42626262626262623,0.1,0.9982768407391782,0.9893530262683126,0.008923814470865654
0.42626262626262623,0.1191919191919192,0.9975457324951281,0.9888132701681592,0.008732462326968893
0.42626262626262623,0.1383838383838384,0.9966817396941926,0.9881751121395373,0.008506627554655255
0.42626262626262623,0.1575757575757576,0.9956823563109712,0.9874365761034114,0.008245780207559839
0.42626262626262623,0.17676767676767677,0.9945445693566011,0.9865952879549666,0.007949281401634423
0.42626262626262623,0.19595959595959594,0.9932647867485371,0.9856484197799358,0.007616366968601351
0.42626262626262623,0.21515151515151515,0.9918387406729314,0.9845926151072465,0.0072461255656849355
0.42626262626262623,0.23434343434343433,0.9902613547215798,0.9834238859406776,0.0068374687809021895
0.42626262626262623,0.2535353535353535,0.9885265529963327,0.9821374638406696,0.0063890891556631635
0.42626262626262623,0.2727272727272727,0.9866269634270266,0.9807275644015752,0.005899399025451446
0.42626262626262623,0.2919191919191919,0.9845533767125854,0.9791869386778388,0.005366438034746568
0.42626262626262623,0.3111111111111111,0.9822932798221816,0.9775055348796196,0.004787744942562067
0.42626262626262623,0.3303030303030303,0.979816105328511,0.9756544961366761,0.004161609191834947
0.42626262626262623,0.3494949494949495,0.9771533597907824,0.9736762468920575,0.0034771128987249877
0.42626262626262623,0.3686868686868686,0.9742140715510909,0.9714826296808089,0.0027314418702819587
0.42626262626262623,0.3878787878787878,0.9708973281080296,0.969008599177108,0.0018887289309216237
0.42626262626262623,0.407070707070707,0.967256320753927,0.9664361324120883,0.0008201883418387235
0.44545454545454544,0.1,0.9982768407391782,0.9881256476076747,0.010151193131503478
0.44545454545454544,0.1191919191919192,0.9975457324951281,0.9875773279960078,0.009968404499120287
0.44545454545454544,0.1383838383838384,0.9966817396941926,0.9869478774364184,0.009733862257774173
0.44545454545454544,0.1575757575757576,0.9956823563109712,0.986206680580231,0.009475675730740263
0.44545454545454544,0.17676767676767677,0.9945445693566011,0.9853671787956507,0.00917739056095035
0.44545454545454544,0.19595959595959594,0.9932647867485371,0.9844239292527778,0.008840857495759358
0.44545454545454544,0.21515151515151515,0.9918387406729314,0.9833690048675918,0.008469735805339607
0.44545454545454544,0.23434343434343433,0.9902613547215798,0.9822015571870223,0.008059797534557545
0.44545454545454544,0.2535353535353535,0.9885265529963327,0.9809246292985394,0.0076019236977933335
0.44545454545454544,0.2727272727272727,0.9866269634270266,0.9795234427855849,0.007103520641441707
0.44545454545454544,0.2919191919191919,0.9845533767125854,0.9779878957533136,0.0065654809592717855
0.44545454545454544,0.3111111111111111,0.9822932798221816,0.9763148093272351,0.005978470494946486
0.44545454545454544,0.3303030303030303,0.979816105328511,0.974470193156233,0.005345912172278089
0.44545454545454544,0.3494949494949495,0.9771533597907824,0.9724979645700094,0.004655395220773073
0.44545454545454544,0.3686868686868686,0.9742140715510909,0.9703104288666738,0.003903642684417008
0.44545454545454544,0.3878787878787878,0.9708973281080296,0.9678426330447292,0.003054695063300472
0.44545454545454544,0.407070707070707,0.967256320753927,0.9652785531873532,0.0019777675665737515
0.44545454545454544,0.42626262626262623,0.9632849465749989,0.9621821484354892,0.001102798139509642
0.46464646464646464,0.1,0.9982768407391782,0.9867144612449783,0.011562379494199915
0.46464646464646464,0.1191919191919192,0.9975457324951281,0.9861686635769998,0.011377068918128286
0.46464646464646464,0.1383838383838384,0.9966817396941926,0.9855461838637677,0.011135555830424915
0.46464646464646464,0.1575757575757576,0.9956823563109712,0.9848015316276938,0.010880824683277446
0.46464646464646464,0.17676767676767677,0.9945445693566011,0.9839590555710754,0.010585513785525635
0.46464646464646464,0.19595959595959594,0.9932647867485371,0.9830011322245191,0.010263654524018007
0.46464646464646464,0.21515151515151515,0.9918387406729314,0.9819809356239126,0.009857805049018786
0.46464646464646464,0.23434343434343433,0.9902613547215798,0.980805247836222,0.009456106885357807
0.46464646464646464,0.2535353535353535,0.9885265529963327,0.979520295405167,0.00900625759116569
0.46464646464646464,0.2727272727272727,0.9866269634270266,0.9781270894944364,0.008499873932590218
0.46464646464646464,0.2919191919191919,0.9845533767125854,0.9765891050564925,0.007964271656092814
0.46464646464646464,0.3111111111111111,0.9822932798221816,0.974923286612648,0.007369993209533576
0.46464646464646464,0.3303030303030303,0.979816105328511,0.97308095516705,0.00673515016146109
0.46464646464646464,0.3494949494949495,0.9771533597907824,0.9711107610303168,0.006042598760465645
0.46464646464646464,0.3686868686868686,0.9742140715510909,0.9689381206681904,0.005275950882900449
0.46464646464646464,0.3878787878787878,0.9708973281080296,0.966481826545388,0.004415501562641699
0.46464646464646464,0.407070707070707,0.967256320753927,0.9639233178479464,0.0033330029059805977
0.46464646464646464,0.42626262626262623,0.9632849465749989,0.9608316661226997,0.0024532804522992002
0.46464646464646464,0.44545454545454544,0.9584401000975997,0.9570948052042851,0.0013452948933145858
0.48383838383838385,0.1,0.9982768407391782,0.9850863010516623,0.013190539687515934
0.48383838383838385,0.1191919191919192,0.9975457324951281,0.9845088135529757,0.01303691894215242
0.48383838383838385,0.1383838383838384,0.9966817396941926,0.9839124486474944,0.012769291046698217
0.48383838383838385,0.1575757575757576,0.9956823563109712,0.983186061614269,0.012496294696702215
0.48383838383838385,0.17676767676767677,0.9945445693566011,0.9823493409894405,0.012195228367160582
0.48383838383838385,0.19595959595959594,0.9932647867485371,0.9814019426931729,0.011862844055364197
0.48383838383838385,0.21515151515151515,0.9918387406729314,0.9803599816041868,0.011478759068744626
0.48383838383838385,0.23434343434343433,0.9902613547215798,0.9791987336393495,0.011062621082230328
0.48383838383838385,0.2535353535353535,0.9885265529963327,0.977920103631205,0.01060644936512778
0.48383838383838385,0.2727272727272727,0.9866269634270266,0.9764899726106218,0.010136990816404845
0.48383838383838385,0.2919191919191919,0.9845533767125854,0.9749392808692339,0.009614095843351489
0.48383838383838385,0.3111111111111111,0.9822932798221816,0.9732861041049702,0.009007175717211435
0.48383838383838385,0.3303030303030303,0.979816105328511,0.9714774791247742,0.00833862620373682
0.48383838383838385,0.3494949494949495,0.9771533597907824,0.9695000981780629,0.0076532616127195086
0.48383838383838385,0.3686868686868686,0.9742140715510909,0.9672847001035887,0.006929371447502164
0.48383838383838385,0.3878787878787878,0.9708973281080296,0.9647987366639734,0.006098591444056223
0.48383838383838385,0.407070707070707,0.967256320753927,0.9623017707507433,0.0049545500031836776
0.48383838383838385,0.42626262626262623,0.9632849465749989,0.9592086576579765,0.004076288917022386
0.48383838383838385,0.44545454545454544,0.9584401000975997,0.9554982280451016,0.0029418720524980735
0.48383838383838385,0.46464646464646464,0.953322015519838,0.9516660551682573,0.0016559603515806653
0.503030303030303,0.1,0.9982768407391782,0.9830311170713457,0.0152457236678325
0.503030303030303,0.1191919191919192,0.9975457324951281,0.9825050597302699,0.01504067276485821
0.503030303030303,0.1383838383838384,0.9966817396941926,0.9818497350012348,0.014832004692957756
0.503030303030303,0.1575757575757576,0.9956823563109712,0.9811594185166989,0.014522937794272384
0.503030303030303,0.17676767676767677,0.9945445693566011,0.9803009406860447,0.014243628670556396
0.503030303030303,0.19595959595959594,0.9932647867485371,0.9793770217149996,0.013887765033537502
0.503030303030303,0.21515151515151515,0.9918387406729314,0.9783422202159725,0.013496520456958927
0.503030303030303,0.23434343434343433,0.9902613547215798,0.9771938712374395,0.01306748348414033
0.503030303030303,0.2535353535353535,0.9885265529963327,0.9759202014712397,0.01260635152509304
0.503030303030303,0.2727272727272727,0.9866269634270266,0.9745006765306891,0.012126286896337546
0.503030303030303,0.2919191919191919,0.9845533767125854,0.972968186336502,0.01158519037608341
0.503030303030303,0.3111111111111111,0.9822932798221816,0.9713213830045035,0.010971896817678073
0.503030303030303,0.3303030303030303,0.979816105328511,0.9694709630799508,0.010345142248560202
0.503030303030303,0.3494949494949495,0.9771533597907824,0.9675339541648773,0.00961940562590513
0.503030303030303,0.3686868686868686,0.9742140715510909,0.9653995779218342,0.008814493629256681
0.503030303030303,0.3878787878787878,0.9708973281080296,0.962999305897693,0.007898022210336642
0.503030303030303,0.407070707070707,0.967256320753927,0.9604659261903391,0.006790394563587876
0.503030303030303,0.42626262626262623,0.9632849465749989,0.957388062009676,0.005896884565322891
0.503030303030303,0.44545454545454544,0.9584401000975997,0.9536816288398673,0.004758471257732433
0.503030303030303,0.46464646464646464,0.953322015519838,0.9498402023978255,0.003481813122012456
0.503030303030303,0.48383838383838385,0.9472615934086765,0.94540222749323,0.0018593659154465536
0.5222222222222221,0.1,0.9982768407391782,0.9808989426249544,0.017377898114223855
0.5222222222222221,0.1191919191919192,0.9975457324951281,0.9803540126384019,0.017191719856726184
0.5222222222222221,0.1383838383838384,0.9966817396941926,0.979735625445161,0.016946114249031585
0.5222222222222221,0.1575757575757576,0.9956823563109712,0.9789618099417783,0.016720546369192957
0.5222222222222221,0.17676767676767677,0.9945445693566011,0.9781336374869092,0.01641093186969189
0.5222222222222221,0.19595959595959594,0.9932647867485371,0.9772145157580576,0.01605027099047951
0.5222222222222221,0.21515151515151515,0.9918387406729314,0.9761702310035216,0.015668509669409802
0.5222222222222221,0.23434343434343433,0.9902613547215798,0.9750072130503631,0.015254141671216748
0.5222222222222221,0.2535353535353535,0.9885265529963327,0.9737006809418625,0.01482587205447028
0.5222222222222221,0.2727272727272727,0.9866269634270266,0.972317844685496,0.014309118741530624
0.5222222222222221,0.2919191919191919,0.9845533767125854,0.9707533227146597,0.01380005399792561
0.5222222222222221,0.3111111111111111,0.9822932798221816,0.9691489124401285,0.013144367382053157
0.5222222222222221,0.3303030303030303,0.979816105328511,0.9673118359773476,0.012504269351163444
0.5222222222222221,0.3494949494949495,0.9771533597907824,0.9652992050878453,0.011854154702937159
0.5222222222222221,0.3686868686868686,0.9742140715510909,0.9631641212950237,0.011049950256067143
0.5222222222222221,0.3878787878787878,0.9708973281080296,0.9607568758872781,0.01014045222075155
0.5222222222222221,0.407070707070707,0.967256320753927,0.958235639635145,0.009020681118781959
0.5222222222222221,0.42626262626262623,0.9632849465749989,0.9550247185245736,0.008260228050425256
0.5222222222222221,0.44545454545454544,0.9584401000975997,0.9513811320864888,0.007058968011110944
0.5222222222222221,0.46464646464646464,0.953322015519838,0.9476026221070939,0.005719393412744078
0.5222222222222221,0.48383838383838385,0.9472615934086765,0.94295752270232,0.004304070706356522
0.5222222222222221,0.503030303030303,0.9406282000084093,0.9382840444396272,0.0023441555687820914
0.5414141414141413,0.1,0.9982768407391782,0.9785523027497444,0.019724537989433855
0.5414141414141413,0.1191919191919192,0.9975457324951281,0.978003315125888,0.019542417369240117
0.5414141414141413,0.1383838383838384,0.9966817396941926,0.9774493602853561,0.019232379408836486
0.5414141414141413,0.1575757575757576,0.9956823563109712,0.9767369814545979,0.018945374856373376
0.5414141414141413,0.17676767676767677,0.9945445693566011,0.9759137485939536,0.018630820762647438
0.5414141414141413,0.19595959595959594,0.9932647867485371,0.9749643686573883,0.018300418091148796
0.5414141414141413,0.21515151515151515,0.9918387406729314,0.9739554451986411,0.01788329547429035
0.5414141414141413,0.23434343434343433,0.9902613547215798,0.9727988555234378,0.017462499198142023
0.5414141414141413,0.2535353535353535,0.9885265529963327,0.9715297290181241,0.016996823978208675
0.5414141414141413,0.2727272727272727,0.9866269634270266,0.970122113392384,0.016504850034642637
0.5414141414141413,0.2919191919191919,0.9845533767125854,0.9686641298750014,0.01588924683758397
0.5414141414141413,0.3111111111111111,0.9822932798221816,0.9669654230979248,0.01532785672425685
0.5414141414141413,0.3303030303030303,0.979816105328511,0.9651764204435332,0.0146396848849778
0.5414141414141413,0.3494949494949495,0.9771533597907824,0.9632513648623005,0.013901994928481987
0.5414141414141413,0.3686868686868686,0.9742140715510909,0.9610938078510403,0.013120263700050594
0.5414141414141413,0.3878787878787878,0.9708973281080296,0.9586261018766676,0.012271226231362009
0.5414141414141413,0.407070707070707,0.967256320753927,0.9561145404381532,0.01114178031577373
0.5414141414141413,0.42626262626262623,0.9632849465749989,0.9529966760250823,0.010288270549916545
0.5414141414141413,0.44545454545454544,0.9584401000975997,0.9493227539893604,0.009117346108239333
0.5414141414141413,0.46464646464646464,0.953322015519838,0.945511789552377,0.007810225967460949
0.5414141414141413,0.48383838383838385,0.9472615934086765,0.9410042491622644,0.006257344246412111
0.5414141414141413,0.503030303030303,0.9406282000084093,0.936186797235956,0.004441402772453307
0.5414141414141413,0.5222222222222221,0.9323054917978636,0.9299981619697736,0.00230732982809001
0.5606060606060606,0.1,0.9982768407391782,0.9765940913545339,0.021682749384644318
0.5606060606060606,0.1191919191919192,0.9975457324951281,0.9760345958528682,0.021511136642259898
0.5606060606060606,0.1383838383838384,0.9966817396941926,0.9754703963144541,0.021211343379738512
0.5606060606060606,0.1575757575757576,0.9956823563109712,0.9747215326430336,0.02096082366793761
0.5606060606060606,0.17676767676767677,0.9945445693566011,0.9738683395739807,0.020676229782620403
0.5606060606060606,0.19595959595959594,0.9932647867485371,0.9730008600630589,0.020263926685478273
0.5606060606060606,0.21515151515151515,0.9918387406729314,0.9719430280672797,0.019895712605651705
0.5606060606060606,0.23434343434343433,0.9902613547215798,0.9708057591178098,0.01945559560377008
0.5606060606060606,0.2535353535353535,0.9885265529963327,0.9694557561978072,0.019070796798525524
0.5606060606060606,0.2727272727272727,0.9866269634270266,0.9681531995512105,0.018473763875816118
0.5606060606060606,0.2919191919191919,0.9845533767125854,0.9666882494818466,0.017865127230738742
0.5606060606060606,0.3111111111111111,0.9822932798221816,0.9650288713557502,0.017264408466431402
0.5606060606060606,0.3303030303030303,0.979816105328511,0.9631146334203752,0.016701471908135868
0.5606060606060606,0.3494949494949495,0.9771533597907824,0.9612311276653429,0.015922232125439528
0.5606060606060606,0.3686868686868686,0.9742140715510909,0.9590458729308484,0.015168198620242435
0.5606060606060606,0.3878787878787878,0.9708973281080296,0.95658854826239,0.014308779845639608
0.5606060606060606,0.407070707070707,0.967256320753927,0.9541059508449024,0.013150369909024628
0.5606060606060606,0.42626262626262623,0.9632849465749989,0.9509573014427358,0.012327645132263032
0.5606060606060606,0.44545454545454544,0.9584401000975997,0.9471724413941925,0.01126765870340718
0.5606060606060606,0.46464646464646464,0.953322015519838,0.9434429742384911,0.009879041281346868
0.5606060606060606,0.48383838383838385,0.9472615934086765,0.9389868077543597,0.00827478565431683
0.5606060606060606,0.503030303030303,0.9406282000084093,0.9340054339871114,0.0066227660212978545
0.5606060606060606,0.5222222222222221,0.9323054917978636,0.9282289911503061,0.0040765006475574905
0.5606060606060606,0.5414141414141413,0.9228127517186926,0.9207770692530286,0.0020356824656639905
0.5797979797979798,0.1,0.9982768407391782,0.9735668091280837,0.02471003161109453
0.5797979797979798,0.1191919191919192,0.9975457324951281,0.9730294619279153,0.02451627056721284
0.5797979797979798,0.1383838383838384,0.9966817396941926,0.9723865556540315,0.024295184040161066
0.5797979797979798,0.1575757575757576,0.9956823563109712,0.9716401785691149,0.024042177741856352
0.5797979797979798,0.17676767676767677,0.9945445693566011,0.9708713630735037,0.023673206283097326
0.5797979797979798,0.19595959595959594,0.9932647867485371,0.9699199491917887,0.023344837556748432
0.5797979797979798,0.21515151515151515,0.9918387406729314,0.968858333523475,0.022980407149456483
0.5797979797979798,0.23434343434343433,0.9902613547215798,0.9677553608191424,0.02250599390243746
0.5797979797979798,0.2535353535353535,0.9885265529963327,0.9664166468103207,0.02210990618601205
0.5797979797979798,0.2727272727272727,0.9866269634270266,0.9651075216982264,0.02151944172880016
0.5797979797979798,0.2919191919191919,0.9845533767125854,0.9635280627293421,0.021025313983243255
0.5797979797979798,0.3111111111111111,0.9822932798221816,0.9619831572939808,0.020310122528200858
